source_standard_node_id,source_srandard_node_id,source_node_id,source,predicate,target_standard_node_id,target_srandard_node_id,target_node_id,target,provenance
IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,HAS_CHEMONT_CLASS,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000089
IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/XKABJYQDMJTNGQ-VIFPVBQESA-N.json
IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,IARC_N_Nitrosonornicotine_NNN_and_4_N_Nitrosomethylamino_1_3_pyridyl_1_buta,HAS_CHEMONT_DIRECT_PARENT,Pyrrolidinylpyridines,Pyrrolidinylpyridines,Pyrrolidinylpyridines,Pyrrolidinylpyridines,http://classyfire.wishartlab.com/entities/XKABJYQDMJTNGQ-VIFPVBQESA-N.json
IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,HAS_AGENT_CLASS,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,carcinogen_class_source:rules
IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,SAME_AS,PubChem:11942,PubChem:11942,PubChem:11942,PubChem:11942,PubChem PUG-REST
IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/CZVHCFKUXGRABC-UHFFFAOYSA-N.json
IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,IARC_N_N_Diacetylbenzidine,HAS_CHEMONT_DIRECT_PARENT,Biphenyls and derivatives,Biphenyls and derivatives,Biphenyls and derivatives,Biphenyls and derivatives,http://classyfire.wishartlab.com/entities/CZVHCFKUXGRABC-UHFFFAOYSA-N.json
IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,HAS_AGENT_CLASS,Exposure,Exposure,Exposure,Exposure,carcinogen_class_source:iarc_entity_type
IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,IARC_N_N_Diethylthiourea,HAS_ENTITY_TYPE,Exposure,Exposure,Exposure,Exposure,IARC_entity_type_rules
IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,HAS_AGENT_CLASS,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,carcinogen_class_source:classyfire
IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,SAME_AS,PubChem:7471,PubChem:7471,PubChem:7471,PubChem:7471,PubChem PUG-REST
IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/GYVGXEWAOAAJEU-UHFFFAOYSA-N.json
IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,IARC_N_N_Dimethyl_p_toluidine,HAS_CHEMONT_DIRECT_PARENT,Aminotoluenes,Aminotoluenes,Aminotoluenes,Aminotoluenes,http://classyfire.wishartlab.com/entities/GYVGXEWAOAAJEU-UHFFFAOYSA-N.json
IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,HAS_AGENT_CLASS,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,carcinogen_class_source:chemont_class
IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,SAME_AS,PubChem:31374,PubChem:31374,PubChem:31374,PubChem:31374,PubChem PUG-REST
IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,HAS_CHEMONT_CLASS,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000265
IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,HAS_CHEMONT_SUPERCLASS,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,http://classyfire.wishartlab.com/entities/FXHOOIRPVKKKFG-UHFFFAOYSA-N.json
IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,IARC_N_N_Dimethylacetamide,HAS_CHEMONT_DIRECT_PARENT,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,http://classyfire.wishartlab.com/entities/FXHOOIRPVKKKFG-UHFFFAOYSA-N.json
IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,HAS_AGENT_CLASS,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,carcinogen_class_source:classyfire
IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,SAME_AS,PubChem:949,PubChem:949,PubChem:949,PubChem:949,PubChem PUG-REST
IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,HAS_CHEMONT_CLASS,Organonitrogen compounds,Organonitrogen compounds,Organonitrogen compounds,Organonitrogen compounds,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000278
IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,HAS_CHEMONT_SUPERCLASS,Organic nitrogen compounds,Organic nitrogen compounds,Organic nitrogen compounds,Organic nitrogen compounds,http://classyfire.wishartlab.com/entities/JLTDJTHDQAWBAV-UHFFFAOYSA-N.json
IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,IARC_N_N_Dimethylaniline,HAS_CHEMONT_DIRECT_PARENT,Dialkylarylamines,Dialkylarylamines,Dialkylarylamines,Dialkylarylamines,http://classyfire.wishartlab.com/entities/JLTDJTHDQAWBAV-UHFFFAOYSA-N.json
IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,HAS_IARC_CLASS,Group 2A,Group 2A,Group 2A,Group 2A,https://monographs.iarc.who.int/list-of-classifications
IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,HAS_AGENT_CLASS,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,carcinogen_class_source:chemont_class
IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,SAME_AS,PubChem:6228,PubChem:6228,PubChem:6228,PubChem:6228,PubChem PUG-REST
IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,HAS_CHEMONT_CLASS,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000265
IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,HAS_CHEMONT_SUPERCLASS,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,http://classyfire.wishartlab.com/entities/ZMXDDKWLCZADIW-UHFFFAOYSA-N.json
IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,IARC_N_N_Dimethylformamide,HAS_CHEMONT_DIRECT_PARENT,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,Tertiary carboxylic acid amides,http://classyfire.wishartlab.com/entities/ZMXDDKWLCZADIW-UHFFFAOYSA-N.json
IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,HAS_IARC_CLASS,Group 2A,Group 2A,Group 2A,Group 2A,https://monographs.iarc.who.int/list-of-classifications
IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,HAS_AGENT_CLASS,Nitrosamine,Nitrosamine,Nitrosamine,Nitrosamine,carcinogen_class_source:rules
IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,SAME_AS,PubChem:12967,PubChem:12967,PubChem:12967,PubChem:12967,PubChem PUG-REST
IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,HAS_CHEMONT_CLASS,Organic carbonic acids and derivatives,Organic carbonic acids and derivatives,Organic carbonic acids and derivatives,Organic carbonic acids and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000364
IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,HAS_CHEMONT_SUPERCLASS,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,http://classyfire.wishartlab.com/entities/FUSGACRLAFQQRL-UHFFFAOYSA-N.json
IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,IARC_N_Ethyl_N_nitrosourea,HAS_CHEMONT_DIRECT_PARENT,Nitrosoureas,Nitrosoureas,Nitrosoureas,Nitrosoureas,http://classyfire.wishartlab.com/entities/FUSGACRLAFQQRL-UHFFFAOYSA-N.json
IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,HAS_AGENT_CLASS,Nitrosamine,Nitrosamine,Nitrosamine,Nitrosamine,carcinogen_class_source:rules
IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,SAME_AS,PubChem:60991,PubChem:60991,PubChem:60991,PubChem:60991,PubChem PUG-REST
IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/FMGUJLASXUBMOP-UHFFFAOYSA-N.json
IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,IARC_N_Methyl_N_4_dinitrosoaniline,HAS_CHEMONT_DIRECT_PARENT,Phenylhydrazines,Phenylhydrazines,Phenylhydrazines,Phenylhydrazines,http://classyfire.wishartlab.com/entities/FMGUJLASXUBMOP-UHFFFAOYSA-N.json
IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,HAS_IARC_CLASS,Group 2A,Group 2A,Group 2A,Group 2A,https://monographs.iarc.who.int/list-of-classifications
IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,HAS_AGENT_CLASS,Nitrosamine,Nitrosamine,Nitrosamine,Nitrosamine,carcinogen_class_source:rules
IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,SAME_AS,PubChem:12699,PubChem:12699,PubChem:12699,PubChem:12699,PubChem PUG-REST
IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,HAS_CHEMONT_CLASS,Organic carbonic acids and derivatives,Organic carbonic acids and derivatives,Organic carbonic acids and derivatives,Organic carbonic acids and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000364
IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,HAS_CHEMONT_SUPERCLASS,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,http://classyfire.wishartlab.com/entities/ZRKWMRDKSOPRRS-UHFFFAOYSA-N.json
IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,IARC_N_Methyl_N_nitrosourea,HAS_CHEMONT_DIRECT_PARENT,N-methylnitrosoureas,N-methylnitrosoureas,N-methylnitrosoureas,N-methylnitrosoureas,http://classyfire.wishartlab.com/entities/ZRKWMRDKSOPRRS-UHFFFAOYSA-N.json
IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,HAS_AGENT_CLASS,Nitrosamine,Nitrosamine,Nitrosamine,Nitrosamine,carcinogen_class_source:rules
IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,SAME_AS,PubChem:12001,PubChem:12001,PubChem:12001,PubChem:12001,PubChem PUG-REST
IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,HAS_CHEMONT_CLASS,Organonitrogen compounds,Organonitrogen compounds,Organonitrogen compounds,Organonitrogen compounds,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000278
IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,HAS_CHEMONT_SUPERCLASS,Organic nitrogen compounds,Organic nitrogen compounds,Organic nitrogen compounds,Organic nitrogen compounds,http://classyfire.wishartlab.com/entities/CAUBWLYZCDDYEF-UHFFFAOYSA-N.json
IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,IARC_N_Methyl_N_nitrosourethane,HAS_CHEMONT_DIRECT_PARENT,Nitrosamides,Nitrosamides,Nitrosamides,Nitrosamides,http://classyfire.wishartlab.com/entities/CAUBWLYZCDDYEF-UHFFFAOYSA-N.json
IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,HAS_IARC_CLASS,Group 2A,Group 2A,Group 2A,Group 2A,https://monographs.iarc.who.int/list-of-classifications
IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,HAS_AGENT_CLASS,Nitrosamine,Nitrosamine,Nitrosamine,Nitrosamine,carcinogen_class_source:rules
IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,SAME_AS,PubChem:135436526,PubChem:135436526,PubChem:135436526,PubChem:135436526,PubChem PUG-REST
IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,HAS_CHEMONT_CLASS,Organonitrogen compounds,Organonitrogen compounds,Organonitrogen compounds,Organonitrogen compounds,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000278
IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,HAS_CHEMONT_SUPERCLASS,Organic nitrogen compounds,Organic nitrogen compounds,Organic nitrogen compounds,Organic nitrogen compounds,http://classyfire.wishartlab.com/entities/VZUNGTLZRAYYDE-UHFFFAOYSA-N.json
IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,IARC_N_Methyl_N_nitro_N_nitrosoguanidine_MNNG,HAS_CHEMONT_DIRECT_PARENT,Nitroguanidines,Nitroguanidines,Nitroguanidines,Nitroguanidines,http://classyfire.wishartlab.com/entities/VZUNGTLZRAYYDE-UHFFFAOYSA-N.json
IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,HAS_AGENT_CLASS,Alkylating,Alkylating,Alkylating,Alkylating,carcinogen_class_source:rules
IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,SAME_AS,PubChem:13543,PubChem:13543,PubChem:13543,PubChem:13543,PubChem PUG-REST
IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,HAS_CHEMONT_CLASS,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000265
IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,HAS_CHEMONT_SUPERCLASS,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,Organic acids and derivatives,http://classyfire.wishartlab.com/entities/CNCOEDDPFOAUMB-UHFFFAOYSA-N.json
IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,IARC_N_Methylolacrylamide,HAS_CHEMONT_DIRECT_PARENT,Acrylic acids and derivatives,Acrylic acids and derivatives,Acrylic acids and derivatives,Acrylic acids and derivatives,http://classyfire.wishartlab.com/entities/CNCOEDDPFOAUMB-UHFFFAOYSA-N.json
IARC_N_Nitrosodi_n_butylamine,IARC_N_Nitrosodi_n_butylamine,IARC_N_Nitrosodi_n_butylamine,IARC_N_Nitrosodi_n_butylamine,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
