source_standard_node_id,source_srandard_node_id,source_node_id,source,predicate,target_standard_node_id,target_srandard_node_id,target_node_id,target,provenance
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,HAS_AGENT_CLASS,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,carcinogen_class_source:classyfire
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,SAME_AS,PubChem:34457,PubChem:34457,PubChem:34457,PubChem:34457,PubChem PUG-REST
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,HAS_CHEMONT_CLASS,Steroids and steroid derivatives,Steroids and steroid derivatives,Steroids and steroid derivatives,Steroids and steroid derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000258
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,HAS_CHEMONT_SUPERCLASS,Lipids and lipid-like molecules,Lipids and lipid-like molecules,Lipids and lipid-like molecules,Lipids and lipid-like molecules,http://classyfire.wishartlab.com/entities/HFVNWDWLWUCIHC-GUPDPFMOSA-N.json
IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,IARC_Prednimustine,HAS_CHEMONT_DIRECT_PARENT,"Gluco/mineralocorticoids, progestogins and derivatives","Gluco/mineralocorticoids, progestogins and derivatives","Gluco/mineralocorticoids, progestogins and derivatives","Gluco/mineralocorticoids, progestogins and derivatives",http://classyfire.wishartlab.com/entities/HFVNWDWLWUCIHC-GUPDPFMOSA-N.json
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,HAS_AGENT_CLASS,Alcohol,Alcohol,Alcohol,Alcohol,carcinogen_class_source:classyfire
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,SAME_AS,PubChem:5865,PubChem:5865,PubChem:5865,PubChem:5865,PubChem PUG-REST
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,HAS_CHEMONT_CLASS,Steroids and steroid derivatives,Steroids and steroid derivatives,Steroids and steroid derivatives,Steroids and steroid derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000258
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,HAS_CHEMONT_SUPERCLASS,Lipids and lipid-like molecules,Lipids and lipid-like molecules,Lipids and lipid-like molecules,Lipids and lipid-like molecules,http://classyfire.wishartlab.com/entities/XOFYZVNMUHMLCC-ZPOLXVRWSA-N.json
IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,IARC_Prednisone,HAS_CHEMONT_DIRECT_PARENT,21-hydroxysteroids,21-hydroxysteroids,21-hydroxysteroids,21-hydroxysteroids,http://classyfire.wishartlab.com/entities/XOFYZVNMUHMLCC-ZPOLXVRWSA-N.json
IARC_Primidone,IARC_Primidone,IARC_Primidone,IARC_Primidone,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Primidone,IARC_Primidone,IARC_Primidone,IARC_Primidone,HAS_AGENT_CLASS,Solvent,Solvent,Solvent,Solvent,carcinogen_class_source:classyfire
IARC_Primidone,IARC_Primidone,IARC_Primidone,IARC_Primidone,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Primidone,IARC_Primidone,IARC_Primidone,IARC_Primidone,SAME_AS,PubChem:4909,PubChem:4909,PubChem:4909,PubChem:4909,PubChem PUG-REST
IARC_Primidone,IARC_Primidone,IARC_Primidone,IARC_Primidone,HAS_CHEMONT_CLASS,Diazines,Diazines,Diazines,Diazines,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0001346
IARC_Primidone,IARC_Primidone,IARC_Primidone,IARC_Primidone,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/DQMZLTXERSFNPB-UHFFFAOYSA-N.json
IARC_Primidone,IARC_Primidone,IARC_Primidone,IARC_Primidone,HAS_CHEMONT_DIRECT_PARENT,Hydropyrimidines,Hydropyrimidines,Hydropyrimidines,Hydropyrimidines,http://classyfire.wishartlab.com/entities/DQMZLTXERSFNPB-UHFFFAOYSA-N.json
IARC_Printing_inks,IARC_Printing_inks,IARC_Printing_inks,IARC_Printing_inks,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Printing_inks,IARC_Printing_inks,IARC_Printing_inks,IARC_Printing_inks,HAS_AGENT_CLASS,Unknown,Unknown,Unknown,Unknown,carcinogen_class_source:unknown
IARC_Printing_inks,IARC_Printing_inks,IARC_Printing_inks,IARC_Printing_inks,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,HAS_AGENT_CLASS,Occupation,Occupation,Occupation,Occupation,carcinogen_class_source:iarc_entity_type
IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,IARC_Printing_processes_occupational_exposures_in,HAS_ENTITY_TYPE,Occupation,Occupation,Occupation,Occupation,IARC_entity_type_rules
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,HAS_IARC_CLASS,Group 2A,Group 2A,Group 2A,Group 2A,https://monographs.iarc.who.int/list-of-classifications
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,HAS_AGENT_CLASS,Solvent,Solvent,Solvent,Solvent,carcinogen_class_source:classyfire
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,SAME_AS,PubChem:9703,PubChem:9703,PubChem:9703,PubChem:9703,PubChem PUG-REST
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/DERJYEZSLHIUKF-UHFFFAOYSA-N.json
IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,IARC_Procarbazine_hydrochloride,HAS_CHEMONT_DIRECT_PARENT,Benzamides,Benzamides,Benzamides,Benzamides,http://classyfire.wishartlab.com/entities/DERJYEZSLHIUKF-UHFFFAOYSA-N.json
IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,HAS_IARC_CLASS,Group 1,Group 1,Group 1,Group 1,https://monographs.iarc.who.int/list-of-classifications
IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,HAS_AGENT_CLASS,Occupation,Occupation,Occupation,Occupation,carcinogen_class_source:iarc_entity_type
IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,IARC_Processed_meat_consumption_of,HAS_ENTITY_TYPE,Occupation,Occupation,Occupation,Occupation,IARC_entity_type_rules
IARC_Proflavine_salts,IARC_Proflavine_salts,IARC_Proflavine_salts,IARC_Proflavine_salts,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Proflavine_salts,IARC_Proflavine_salts,IARC_Proflavine_salts,IARC_Proflavine_salts,HAS_AGENT_CLASS,Unknown,Unknown,Unknown,Unknown,carcinogen_class_source:unknown
IARC_Proflavine_salts,IARC_Proflavine_salts,IARC_Proflavine_salts,IARC_Proflavine_salts,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,HAS_AGENT_CLASS,Unknown,Unknown,Unknown,Unknown,carcinogen_class_source:unknown
IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,IARC_Progestins_see_also_Progestogen_only_contraceptives,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,HAS_AGENT_CLASS,Unknown,Unknown,Unknown,Unknown,carcinogen_class_source:unknown
IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,IARC_Progestogen_only_contraceptives,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,HAS_AGENT_CLASS,Alcohol,Alcohol,Alcohol,Alcohol,carcinogen_class_source:classyfire
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,SAME_AS,PubChem:60975,PubChem:60975,PubChem:60975,PubChem:60975,PubChem PUG-REST
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,HAS_CHEMONT_CLASS,Naphthalenes,Naphthalenes,Naphthalenes,Naphthalenes,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000023
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/QONLGXRPRAIDGI-UHFFFAOYSA-N.json
IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,IARC_Pronetalol_hydrochloride,HAS_CHEMONT_DIRECT_PARENT,Naphthalenes,Naphthalenes,Naphthalenes,Naphthalenes,http://classyfire.wishartlab.com/entities/QONLGXRPRAIDGI-UHFFFAOYSA-N.json
IARC_Propham,IARC_Propham,IARC_Propham,IARC_Propham,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Propham,IARC_Propham,IARC_Propham,IARC_Propham,HAS_AGENT_CLASS,Solvent,Solvent,Solvent,Solvent,carcinogen_class_source:classyfire
IARC_Propham,IARC_Propham,IARC_Propham,IARC_Propham,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Propham,IARC_Propham,IARC_Propham,IARC_Propham,SAME_AS,PubChem:24685,PubChem:24685,PubChem:24685,PubChem:24685,PubChem PUG-REST
IARC_Propham,IARC_Propham,IARC_Propham,IARC_Propham,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_Propham,IARC_Propham,IARC_Propham,IARC_Propham,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/VXPLXMJHHKHSOA-UHFFFAOYSA-N.json
IARC_Propham,IARC_Propham,IARC_Propham,IARC_Propham,HAS_CHEMONT_DIRECT_PARENT,Phenylcarbamic acid esters,Phenylcarbamic acid esters,Phenylcarbamic acid esters,Phenylcarbamic acid esters,http://classyfire.wishartlab.com/entities/VXPLXMJHHKHSOA-UHFFFAOYSA-N.json
IARC_Propylene,IARC_Propylene,IARC_Propylene,IARC_Propylene,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Propylene,IARC_Propylene,IARC_Propylene,IARC_Propylene,HAS_AGENT_CLASS,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,carcinogen_class_source:chemont_class
IARC_Propylene,IARC_Propylene,IARC_Propylene,IARC_Propylene,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Propylene,IARC_Propylene,IARC_Propylene,IARC_Propylene,SAME_AS,PubChem:8252,PubChem:8252,PubChem:8252,PubChem:8252,PubChem PUG-REST
IARC_Propylene,IARC_Propylene,IARC_Propylene,IARC_Propylene,HAS_CHEMONT_CLASS,Unsaturated hydrocarbons,Unsaturated hydrocarbons,Unsaturated hydrocarbons,Unsaturated hydrocarbons,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0004475
IARC_Propylene,IARC_Propylene,IARC_Propylene,IARC_Propylene,HAS_CHEMONT_SUPERCLASS,Hydrocarbons,Hydrocarbons,Hydrocarbons,Hydrocarbons,http://classyfire.wishartlab.com/entities/QQONPFPTGQHPMA-UHFFFAOYSA-N.json
IARC_Propylene,IARC_Propylene,IARC_Propylene,IARC_Propylene,HAS_CHEMONT_DIRECT_PARENT,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,http://classyfire.wishartlab.com/entities/QQONPFPTGQHPMA-UHFFFAOYSA-N.json
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,HAS_AGENT_CLASS,Alkylating,Alkylating,Alkylating,Alkylating,carcinogen_class_source:classyfire
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,SAME_AS,PubChem:6378,PubChem:6378,PubChem:6378,PubChem:6378,PubChem PUG-REST
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,HAS_CHEMONT_CLASS,Epoxides,Epoxides,Epoxides,Epoxides,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000159
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/GOOHAUXETOMSMM-UHFFFAOYSA-N.json
IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,IARC_Propylene_oxide,HAS_CHEMONT_DIRECT_PARENT,Epoxides,Epoxides,Epoxides,Epoxides,http://classyfire.wishartlab.com/entities/GOOHAUXETOMSMM-UHFFFAOYSA-N.json
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,HAS_AGENT_CLASS,Pyrimidones,Pyrimidones,Pyrimidones,Pyrimidones,carcinogen_class_source:chemont_class
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,SAME_AS,PubChem:657298,PubChem:657298,PubChem:657298,PubChem:657298,PubChem PUG-REST
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,HAS_CHEMONT_CLASS,Diazines,Diazines,Diazines,Diazines,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0001346
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/KNAHARQHSZJURB-UHFFFAOYSA-N.json
IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,IARC_Propylthiouracil,HAS_CHEMONT_DIRECT_PARENT,Pyrimidones,Pyrimidones,Pyrimidones,Pyrimidones,http://classyfire.wishartlab.com/entities/KNAHARQHSZJURB-UHFFFAOYSA-N.json
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,HAS_AGENT_CLASS,Aldehyde,Aldehyde,Aldehyde,Aldehyde,carcinogen_class_source:classyfire
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,SAME_AS,PubChem:13962857,PubChem:13962857,PubChem:13962857,PubChem:13962857,PubChem PUG-REST
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,HAS_CHEMONT_CLASS,Organooxygen compounds,Organooxygen compounds,Organooxygen compounds,Organooxygen compounds,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000323
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,HAS_CHEMONT_SUPERCLASS,Organic oxygen compounds,Organic oxygen compounds,Organic oxygen compounds,Organic oxygen compounds,http://classyfire.wishartlab.com/entities/GPHSJPVUEZFIDE-YVPLJZHISA-N.json
IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,IARC_Ptaquiloside,HAS_CHEMONT_DIRECT_PARENT,O-glycosyl compounds,O-glycosyl compounds,O-glycosyl compounds,O-glycosyl compounds,http://classyfire.wishartlab.com/entities/GPHSJPVUEZFIDE-YVPLJZHISA-N.json
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,HAS_AGENT_CLASS,Menthane monoterpenoids,Menthane monoterpenoids,Menthane monoterpenoids,Menthane monoterpenoids,carcinogen_class_source:chemont_class
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,SAME_AS,PubChem:442495,PubChem:442495,PubChem:442495,PubChem:442495,PubChem PUG-REST
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,HAS_CHEMONT_CLASS,Prenol lipids,Prenol lipids,Prenol lipids,Prenol lipids,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000259
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,HAS_CHEMONT_SUPERCLASS,Lipids and lipid-like molecules,Lipids and lipid-like molecules,Lipids and lipid-like molecules,Lipids and lipid-like molecules,http://classyfire.wishartlab.com/entities/NZGWDASTMWDZIW-MRVPVSSYSA-N.json
IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,IARC_Pulegone,HAS_CHEMONT_DIRECT_PARENT,Menthane monoterpenoids,Menthane monoterpenoids,Menthane monoterpenoids,Menthane monoterpenoids,http://classyfire.wishartlab.com/entities/NZGWDASTMWDZIW-MRVPVSSYSA-N.json
IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,HAS_AGENT_CLASS,Occupation,Occupation,Occupation,Occupation,carcinogen_class_source:iarc_entity_type
IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,IARC_Pulp_and_paper_manufacture,HAS_ENTITY_TYPE,Occupation,Occupation,Occupation,Occupation,IARC_entity_type_rules
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,HAS_AGENT_CLASS,Pyrenes,Pyrenes,Pyrenes,Pyrenes,carcinogen_class_source:chemont_class
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,SAME_AS,PubChem:31423,PubChem:31423,PubChem:31423,PubChem:31423,PubChem PUG-REST
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,HAS_CHEMONT_CLASS,Pyrenes,Pyrenes,Pyrenes,Pyrenes,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0001851
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/BBEAQIROQSPTKN-UHFFFAOYSA-N.json
IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,IARC_Pyrene,HAS_CHEMONT_DIRECT_PARENT,Pyrenes,Pyrenes,Pyrenes,Pyrenes,http://classyfire.wishartlab.com/entities/BBEAQIROQSPTKN-UHFFFAOYSA-N.json
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,HAS_AGENT_CLASS,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,carcinogen_class_source:chemont_class
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,SAME_AS,PubChem:1049,PubChem:1049,PubChem:1049,PubChem:1049,PubChem PUG-REST
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,HAS_CHEMONT_CLASS,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000089
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/JUJWROOIHBZHMG-UHFFFAOYSA-N.json
IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,IARC_Pyridine,HAS_CHEMONT_DIRECT_PARENT,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,Pyridines and derivatives,http://classyfire.wishartlab.com/entities/JUJWROOIHBZHMG-UHFFFAOYSA-N.json
IARC_Pyrido_3_4_c_psoralen,IARC_Pyrido_3_4_c_psoralen,IARC_Pyrido_3_4_c_psoralen,IARC_Pyrido_3_4_c_psoralen,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
