standard_node_id,srandard_node_id,node_id,node_label,node_type,id,label,type,agent_entity_type,norm_carcinogen_class,carcinogen_class_normalized,carcinogen_class_source,class,class_source,chemont_class,chemont_superclass,chemont_kingdom,iarc_group,pubchem_cid,inchikey,casrn
IARC_Radionuclides_beta_particle_emitting_internally_deposited,IARC_Radionuclides_beta_particle_emitting_internally_deposited,IARC_Radionuclides_beta_particle_emitting_internally_deposited,"Radionuclides, beta-particle-emitting, internally deposited",Carcinogen,IARC_Radionuclides_beta_particle_emitting_internally_deposited,"Radionuclides, beta-particle-emitting, internally deposited",Carcinogen,Radiation,Radiation,Radiation,iarc_entity_type,Radiation,iarc_entity_type,,,,Group 1,,,
IARC_Radium_224_and_its_decay_products,IARC_Radium_224_and_its_decay_products,IARC_Radium_224_and_its_decay_products,Radium-224 and its decay products,Carcinogen,IARC_Radium_224_and_its_decay_products,Radium-224 and its decay products,Carcinogen,Unknown,Homogeneous alkaline earth metal compounds,Homogeneous alkaline earth metal compounds,chemont_class,Homogeneous alkaline earth metal compounds,chemont_class,Homogeneous alkaline earth metal compounds,Homogeneous metal compounds,Inorganic compounds,Group 1,6328538,HCWPIIXVSYCSAN-YPZZEJLDSA-N,13233-32-4
IARC_Radium_226_and_its_decay_products,IARC_Radium_226_and_its_decay_products,IARC_Radium_226_and_its_decay_products,Radium-226 and its decay products,Carcinogen,IARC_Radium_226_and_its_decay_products,Radium-226 and its decay products,Carcinogen,Unknown,Homogeneous alkaline earth metal compounds,Homogeneous alkaline earth metal compounds,chemont_class,Homogeneous alkaline earth metal compounds,chemont_class,Homogeneous alkaline earth metal compounds,Homogeneous metal compounds,Inorganic compounds,Group 1,9877911,HCWPIIXVSYCSAN-IGMARMGPSA-N,13982-63-3
IARC_Radium_228_and_its_decay_products,IARC_Radium_228_and_its_decay_products,IARC_Radium_228_and_its_decay_products,Radium-228 and its decay products,Carcinogen,IARC_Radium_228_and_its_decay_products,Radium-228 and its decay products,Carcinogen,Unknown,Homogeneous alkaline earth metal compounds,Homogeneous alkaline earth metal compounds,chemont_class,Homogeneous alkaline earth metal compounds,chemont_class,Homogeneous alkaline earth metal compounds,Homogeneous metal compounds,Inorganic compounds,Group 1,6328553,HCWPIIXVSYCSAN-NJFSPNSNSA-N,15262-20-1
IARC_Radon_222_and_its_decay_products,IARC_Radon_222_and_its_decay_products,IARC_Radon_222_and_its_decay_products,Radon-222 and its decay products,Carcinogen,IARC_Radon_222_and_its_decay_products,Radon-222 and its decay products,Carcinogen,Unknown,Homogeneous noble gases,Homogeneous noble gases,chemont_class,Homogeneous noble gases,chemont_class,Homogeneous noble gases,Homogeneous non-metal compounds,Inorganic compounds,Group 1,24857,SYUHGPGVQRZVTB-UHFFFAOYSA-N,10043-92-2
IARC_Red_meat_consumption_of,IARC_Red_meat_consumption_of,IARC_Red_meat_consumption_of,Red meat (consumption of),Carcinogen,IARC_Red_meat_consumption_of,Red meat (consumption of),Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 2A,,,
IARC_Refractory_ceramic_fibres,IARC_Refractory_ceramic_fibres,IARC_Refractory_ceramic_fibres,Refractory ceramic fibres,Carcinogen,IARC_Refractory_ceramic_fibres,Refractory ceramic fibres,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Reserpine,IARC_Reserpine,IARC_Reserpine,Reserpine,Carcinogen,IARC_Reserpine,Reserpine,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Yohimbine alkaloids,Alkaloids and derivatives,Organic compounds,Group 3,5770,QEVHRUUCFGRFIF-MDEJGZGSSA-N,50-55-5
IARC_Resorcinol,IARC_Resorcinol,IARC_Resorcinol,Resorcinol,Carcinogen,IARC_Resorcinol,Resorcinol,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Phenols,Benzenoids,Organic compounds,Group 3,5054,GHMLBKRAJCXXBS-UHFFFAOYSA-N,108-46-3
IARC_Retrorsine,IARC_Retrorsine,IARC_Retrorsine,Retrorsine,Carcinogen,IARC_Retrorsine,Retrorsine,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Macrolides and analogues,Phenylpropanoids and polyketides,Organic compounds,Group 3,5281743,BCJMNZRQJAVDLD-CQRYIUNCSA-N,480-54-6
IARC_Rhodamine_6G,IARC_Rhodamine_6G,IARC_Rhodamine_6G,Rhodamine 6G,Carcinogen,IARC_Rhodamine_6G,Rhodamine 6G,Carcinogen,Unknown,Xanthenes,Xanthenes,chemont_class,Xanthenes,chemont_class,Benzopyrans,Organoheterocyclic compounds,Organic compounds,Group 3,13806,VYXSBFYARXAAKO-UHFFFAOYSA-N,1232233-19-0
IARC_Rhodamine_B,IARC_Rhodamine_B,IARC_Rhodamine_B,Rhodamine B,Carcinogen,IARC_Rhodamine_B,Rhodamine B,Carcinogen,Unknown,Xanthenes,Xanthenes,chemont_class,Xanthenes,chemont_class,Benzopyrans,Organoheterocyclic compounds,Organic compounds,Group 3,6694,PYWVYCXTNDRMGF-UHFFFAOYSA-N,81-88-9
IARC_Riddelliine,IARC_Riddelliine,IARC_Riddelliine,Riddelliine,Carcinogen,IARC_Riddelliine,Riddelliine,Carcinogen,Unknown,Organochlorine,Organochlorine,rules,Organochlorine,rules,,Alkaloids and derivatives,Organic compounds,Group 2B,5281744,SVCNNZDUGWLODJ-RAYFHMIRSA-N,23246-96-0
IARC_Rifampicin,IARC_Rifampicin,IARC_Rifampicin,Rifampicin,Carcinogen,IARC_Rifampicin,Rifampicin,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Macrolactams,Phenylpropanoids and polyketides,Organic compounds,Group 3,135398735,JQXXHWHPUNPDRT-WLSIYKJHSA-N,13292-46-1
IARC_Ripazepam,IARC_Ripazepam,IARC_Ripazepam,Ripazepam,Carcinogen,IARC_Ripazepam,Ripazepam,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,33474,YFHYNLHGFKXAIQ-UHFFFAOYSA-N,26308-28-1
IARC_Rock_stone_wool,IARC_Rock_stone_wool,IARC_Rock_stone_wool,Rock (stone) wool,Carcinogen,IARC_Rock_stone_wool,Rock (stone) wool,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Rosiglitazone,IARC_Rosiglitazone,IARC_Rosiglitazone,Rosiglitazone,Carcinogen,IARC_Rosiglitazone,Rosiglitazone,Carcinogen,Unknown,Phenol ethers,Phenol ethers,chemont_class,Phenol ethers,chemont_class,Phenol ethers,Benzenoids,Organic compounds,Group 3,77999,YASAKCUCGLMORW-UHFFFAOYSA-N,122320-73-4
IARC_Rubber_manufacturing_industry,IARC_Rubber_manufacturing_industry,IARC_Rubber_manufacturing_industry,Rubber manufacturing industry,Carcinogen,IARC_Rubber_manufacturing_industry,Rubber manufacturing industry,Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 1,,,
IARC_Rugulosin,IARC_Rugulosin,IARC_Rugulosin,Rugulosin,Carcinogen,IARC_Rugulosin,Rugulosin,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Naphthalenes,Benzenoids,Organic compounds,Group 3,139589216,QFDPVUTXKUGISP-GBUXSVCISA-N,21884-45-7
IARC_SV40_polyomavirus,IARC_SV40_polyomavirus,IARC_SV40_polyomavirus,SV40 polyomavirus,Carcinogen,IARC_SV40_polyomavirus,SV40 polyomavirus,Carcinogen,BiologicalAgent,BiologicalAgent,BiologicalAgent,iarc_entity_type,BiologicalAgent,iarc_entity_type,,,,Group 3,,,
IARC_Saccharated_iron_oxide,IARC_Saccharated_iron_oxide,IARC_Saccharated_iron_oxide,Saccharated iron oxide,Carcinogen,IARC_Saccharated_iron_oxide,Saccharated iron oxide,Carcinogen,Chemical,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,8047-67-4
IARC_Saccharin_and_its_salts,IARC_Saccharin_and_its_salts,IARC_Saccharin_and_its_salts,Saccharin and its salts,Carcinogen,IARC_Saccharin_and_its_salts,Saccharin and its salts,Carcinogen,Unknown,Benzothiazoles,Benzothiazoles,chemont_class,Benzothiazoles,chemont_class,Benzothiazoles,Organoheterocyclic compounds,Organic compounds,Group 3,5143,CVHZOJJKTDOEJC-UHFFFAOYSA-N,81-07-2
IARC_Safrole,IARC_Safrole,IARC_Safrole,Safrole,Carcinogen,IARC_Safrole,Safrole,Carcinogen,Unknown,Benzodioxoles,Benzodioxoles,chemont_class,Benzodioxoles,chemont_class,Benzodioxoles,Organoheterocyclic compounds,Organic compounds,Group 2B,5144,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,94-59-7
IARC_Salted_fish_Chinese_style,IARC_Salted_fish_Chinese_style,IARC_Salted_fish_Chinese_style,"Salted fish, Chinese-style",Carcinogen,IARC_Salted_fish_Chinese_style,"Salted fish, Chinese-style",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 1,,,
IARC_Scarlet_Red,IARC_Scarlet_Red,IARC_Scarlet_Red,Scarlet Red,Carcinogen,IARC_Scarlet_Red,Scarlet Red,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Azobenzenes,Organoheterocyclic compounds,Organic compounds,Group 3,62330,RCTGMCJBQGBLKT-UHFFFAOYSA-N,85-83-6
IARC_Selenium_and_selenium_compounds,IARC_Selenium_and_selenium_compounds,IARC_Selenium_and_selenium_compounds,Selenium and selenium compounds,Carcinogen,IARC_Selenium_and_selenium_compounds,Selenium and selenium compounds,Carcinogen,MetalOrCompound,Homogeneous other non-metal compounds,Homogeneous other non-metal compounds,chemont_class,Homogeneous other non-metal compounds,chemont_class,Homogeneous other non-metal compounds,Homogeneous non-metal compounds,Inorganic compounds,Group 3,6326970,BUGBHKTXTAQXES-UHFFFAOYSA-N,7782-49-2
IARC_Semicarbazide_hydrochloride,IARC_Semicarbazide_hydrochloride,IARC_Semicarbazide_hydrochloride,Semicarbazide hydrochloride,Carcinogen,IARC_Semicarbazide_hydrochloride,Semicarbazide hydrochloride,Carcinogen,Unknown,Semicarbazides,Semicarbazides,chemont_class,Semicarbazides,chemont_class,Organonitrogen compounds,Organic nitrogen compounds,Organic compounds,Group 3,11236,XHQYBDSXTDXSHY-UHFFFAOYSA-N,563-41-7
IARC_1_2_Chloroethyl_3_4_methylcyclohexyl_1_nitrosourea_Methyl_CCNU_Semusti,IARC_1_2_Chloroethyl_3_4_methylcyclohexyl_1_nitrosourea_Methyl_CCNU_Semusti,IARC_1_2_Chloroethyl_3_4_methylcyclohexyl_1_nitrosourea_Methyl_CCNU_Semusti,1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Methyl-CCNU) (Semustine),Carcinogen,IARC_1_2_Chloroethyl_3_4_methylcyclohexyl_1_nitrosourea_Methyl_CCNU_Semusti,1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Methyl-CCNU) (Semustine),Carcinogen,Chemical,Nitrosamine,Nitrosamine,rules,Nitrosamine,rules,Organic carbonic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 1,5198,FVLVBPDQNARYJU-UHFFFAOYSA-N,13909-09-6
IARC_Seneciphylline,IARC_Seneciphylline,IARC_Seneciphylline,Seneciphylline,Carcinogen,IARC_Seneciphylline,Seneciphylline,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,,Alkaloids and derivatives,Organic compounds,Group 3,5281750,FCEVNJIUIMLVML-QPSVUOIXSA-N,480-81-9
IARC_Senkirkine,IARC_Senkirkine,IARC_Senkirkine,Senkirkine,Carcinogen,IARC_Senkirkine,Senkirkine,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Macrolides and analogues,Phenylpropanoids and polyketides,Organic compounds,Group 3,5281752,HPDHKHMHQGCNPE-QLJRNOHWSA-N,2318-18-5
IARC_Sepiolite,IARC_Sepiolite,IARC_Sepiolite,Sepiolite,Carcinogen,IARC_Sepiolite,Sepiolite,Carcinogen,Unknown,Heavy_Metal,Heavy_Metal,classyfire,Heavy_Metal,classyfire,Alkaline earth metal oxoanionic compounds,Mixed metal/non-metal compounds,Inorganic compounds,Group 3,155804690,PVXHKCXZWJCLGY-UHFFFAOYSA-L,63800-37-3
IARC_Shale_oils,IARC_Shale_oils,IARC_Shale_oils,Shale oils,Carcinogen,IARC_Shale_oils,Shale oils,Carcinogen,Mixture,Mixture,Mixture,iarc_entity_type,Mixture,iarc_entity_type,,,,Group 1,,,
IARC_Shikimic_acid,IARC_Shikimic_acid,IARC_Shikimic_acid,Shikimic acid,Carcinogen,IARC_Shikimic_acid,Shikimic acid,Carcinogen,Chemical,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 3,8742,JXOHGGNKMLTUBP-HSUXUTPPSA-N,138-59-0
IARC_Silica_dust_crystalline_in_the_form_of_quartz_or_cristobalite,IARC_Silica_dust_crystalline_in_the_form_of_quartz_or_cristobalite,IARC_Silica_dust_crystalline_in_the_form_of_quartz_or_cristobalite,"Silica dust, crystalline, in the form of quartz or cristobalite",Carcinogen,IARC_Silica_dust_crystalline_in_the_form_of_quartz_or_cristobalite,"Silica dust, crystalline, in the form of quartz or cristobalite",Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 1,,,
IARC_Silica_amorphous,IARC_Silica_amorphous,IARC_Silica_amorphous,"Silica, amorphous",Carcinogen,IARC_Silica_amorphous,"Silica, amorphous",Carcinogen,Unknown,Heavy_Metal,Heavy_Metal,classyfire,Heavy_Metal,classyfire,Metalloid organides,Mixed metal/non-metal compounds,Inorganic compounds,Group 3,24261,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,7631-86-9
IARC_Silicon_carbide_whiskers,IARC_Silicon_carbide_whiskers,IARC_Silicon_carbide_whiskers,Silicon carbide whiskers,Carcinogen,IARC_Silicon_carbide_whiskers,Silicon carbide whiskers,Carcinogen,Unknown,Miscellaneous mixed metal/non-metals,Miscellaneous mixed metal/non-metals,chemont_class,Miscellaneous mixed metal/non-metals,chemont_class,Miscellaneous mixed metal/non-metals,Mixed metal/non-metal compounds,Inorganic compounds,Group 2A,9863,HBMJWWWQQXIZIP-UHFFFAOYSA-N,409-21-2
IARC_Silicon_carbide_fibrous,IARC_Silicon_carbide_fibrous,IARC_Silicon_carbide_fibrous,"Silicon carbide, fibrous",Carcinogen,IARC_Silicon_carbide_fibrous,"Silicon carbide, fibrous",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,308076-74-6
IARC_Silicone_breast_implants,IARC_Silicone_breast_implants,IARC_Silicone_breast_implants,Silicone breast implants,Carcinogen,IARC_Silicone_breast_implants,Silicone breast implants,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Simazine,IARC_Simazine,IARC_Simazine,Simazine,Carcinogen,IARC_Simazine,Simazine,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Triazines,Organoheterocyclic compounds,Organic compounds,Group 3,5216,ODCWYMIRDDJXKW-UHFFFAOYSA-N,122-34-9
IARC_Slag_wool,IARC_Slag_wool,IARC_Slag_wool,Slag wool,Carcinogen,IARC_Slag_wool,Slag wool,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Sodium_ortho_phenylphenate,IARC_Sodium_ortho_phenylphenate,IARC_Sodium_ortho_phenylphenate,Sodium ortho-phenylphenate,Carcinogen,IARC_Sodium_ortho_phenylphenate,Sodium ortho-phenylphenate,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,23675735,KSQXVLVXUFHGJQ-UHFFFAOYSA-M,132-27-4
IARC_Sodium_chlorite,IARC_Sodium_chlorite,IARC_Sodium_chlorite,Sodium chlorite,Carcinogen,IARC_Sodium_chlorite,Sodium chlorite,Carcinogen,Unknown,Alkali metal chlorites,Alkali metal chlorites,chemont_class,Alkali metal chlorites,chemont_class,Alkali metal oxoanionic compounds,Mixed metal/non-metal compounds,Inorganic compounds,Group 3,23668197,UKLNMMHNWFDKNT-UHFFFAOYSA-M,7758-19-2
IARC_Sodium_diethyldithiocarbamate,IARC_Sodium_diethyldithiocarbamate,IARC_Sodium_diethyldithiocarbamate,Sodium diethyldithiocarbamate,Carcinogen,IARC_Sodium_diethyldithiocarbamate,Sodium diethyldithiocarbamate,Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 3,,,
IARC_Solar_radiation_see_Ultraviolet_radiation_wavelengths_100_400_nm_encom,IARC_Solar_radiation_see_Ultraviolet_radiation_wavelengths_100_400_nm_encom,IARC_Solar_radiation_see_Ultraviolet_radiation_wavelengths_100_400_nm_encom,"Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)",Carcinogen,IARC_Solar_radiation_see_Ultraviolet_radiation_wavelengths_100_400_nm_encom,"Solar radiation (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Ultraviolet-emitting tanning devices)",Carcinogen,Radiation,Radiation,Radiation,iarc_entity_type,Radiation,iarc_entity_type,,,,Group 1,,,
IARC_Soluble_cobalt_II_salts,IARC_Soluble_cobalt_II_salts,IARC_Soluble_cobalt_II_salts,Soluble cobalt(II) salts,Carcinogen,IARC_Soluble_cobalt_II_salts,Soluble cobalt(II) salts,Carcinogen,MetalOrCompound,Heavy_Metal,Heavy_Metal,rules,Heavy_Metal,rules,,,,Group 2A,,,
IARC_Soot_as_found_in_occupational_exposure_of_chimney_sweeps,IARC_Soot_as_found_in_occupational_exposure_of_chimney_sweeps,IARC_Soot_as_found_in_occupational_exposure_of_chimney_sweeps,Soot (as found in occupational exposure of chimney sweeps),Carcinogen,IARC_Soot_as_found_in_occupational_exposure_of_chimney_sweeps,Soot (as found in occupational exposure of chimney sweeps),Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 1,,,
IARC_Special_purpose_fibres_such_as_E_glass_and_475_glass_fibres,IARC_Special_purpose_fibres_such_as_E_glass_and_475_glass_fibres,IARC_Special_purpose_fibres_such_as_E_glass_and_475_glass_fibres,Special-purpose fibres such as E-glass and '475' glass fibres,Carcinogen,IARC_Special_purpose_fibres_such_as_E_glass_and_475_glass_fibres,Special-purpose fibres such as E-glass and '475' glass fibres,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Spironolactone,IARC_Spironolactone,IARC_Spironolactone,Spironolactone,Carcinogen,IARC_Spironolactone,Spironolactone,Carcinogen,Unknown,Spironolactones and derivatives,Spironolactones and derivatives,chemont_class,Spironolactones and derivatives,chemont_class,Steroids and steroid derivatives,Lipids and lipid-like molecules,Organic compounds,Group 3,5833,LXMSZDCAJNLERA-ZHYRCANASA-N,52-01-7
IARC_Sterigmatocystin,IARC_Sterigmatocystin,IARC_Sterigmatocystin,Sterigmatocystin,Carcinogen,IARC_Sterigmatocystin,Sterigmatocystin,Carcinogen,Unknown,Sterigmatocystins,Sterigmatocystins,chemont_class,Sterigmatocystins,chemont_class,Sterigmatocystins,Phenylpropanoids and polyketides,Organic compounds,Group 2B,5280389,UTSVPXMQSFGQTM-DCXZOGHSSA-N,10048-13-2
IARC_Streptozotocin,IARC_Streptozotocin,IARC_Streptozotocin,Streptozotocin,Carcinogen,IARC_Streptozotocin,Streptozotocin,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 2B,29327,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,18883-66-4
IARC_Styrene,IARC_Styrene,IARC_Styrene,Styrene,Carcinogen,IARC_Styrene,Styrene,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2A,7501,PPBRXRYQALVLMV-UHFFFAOYSA-N,100-42-5
IARC_Styrene_7_8_oxide,IARC_Styrene_7_8_oxide,IARC_Styrene_7_8_oxide,"Styrene-7,8-oxide",Carcinogen,IARC_Styrene_7_8_oxide,"Styrene-7,8-oxide",Carcinogen,Chemical,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2A,7276,AWMVMTVKBNGEAK-UHFFFAOYSA-N,96-09-3
IARC_Styrene_acrylonitrile_copolymers,IARC_Styrene_acrylonitrile_copolymers,IARC_Styrene_acrylonitrile_copolymers,Styrene-acrylonitrile copolymers,Carcinogen,IARC_Styrene_acrylonitrile_copolymers,Styrene-acrylonitrile copolymers,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9003-54-7
IARC_Styrene_butadiene_copolymers,IARC_Styrene_butadiene_copolymers,IARC_Styrene_butadiene_copolymers,Styrene-butadiene copolymers,Carcinogen,IARC_Styrene_butadiene_copolymers,Styrene-butadiene copolymers,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,9003-55-8
IARC_Succinic_anhydride,IARC_Succinic_anhydride,IARC_Succinic_anhydride,Succinic anhydride,Carcinogen,IARC_Succinic_anhydride,Succinic anhydride,Carcinogen,Unknown,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,chemont_class,Dicarboxylic acids and derivatives,chemont_class,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 3,7922,RINCXYDBBGOEEQ-UHFFFAOYSA-N,108-30-5
IARC_Sudan_Brown_RR,IARC_Sudan_Brown_RR,IARC_Sudan_Brown_RR,Sudan Brown RR,Carcinogen,IARC_Sudan_Brown_RR,Sudan Brown RR,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Naphthalenes,Benzenoids,Organic compounds,Group 3,62608,AHWMWMNEYBHQNL-UHFFFAOYSA-N,6416-57-5
IARC_Sudan_I,IARC_Sudan_I,IARC_Sudan_I,Sudan I,Carcinogen,IARC_Sudan_I,Sudan I,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Naphthalenes,Benzenoids,Organic compounds,Group 3,13297,MRQIXHXHHPWVIL-UHFFFAOYSA-N,842-07-9
IARC_Sudan_II,IARC_Sudan_II,IARC_Sudan_II,Sudan II,Carcinogen,IARC_Sudan_II,Sudan II,Carcinogen,Unknown,Naphthols and derivatives,Naphthols and derivatives,chemont_class,Naphthols and derivatives,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,18386,JBTHDAVBDKKSRW-UHFFFAOYSA-N,3118-97-6
IARC_Sudan_III,IARC_Sudan_III,IARC_Sudan_III,Sudan III,Carcinogen,IARC_Sudan_III,Sudan III,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Azobenzenes,Organoheterocyclic compounds,Organic compounds,Group 3,62331,FHNINJWBTRXEBC-UHFFFAOYSA-N,85-86-9
IARC_Sudan_Red_7B,IARC_Sudan_Red_7B,IARC_Sudan_Red_7B,Sudan Red 7B,Carcinogen,IARC_Sudan_Red_7B,Sudan Red 7B,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Azobenzenes,Organoheterocyclic compounds,Organic compounds,Group 3,61396,VKWNTWQXVLKCSG-UHFFFAOYSA-N,6368-72-5
IARC_Sulfafurazole_Sulfisoxazole,IARC_Sulfafurazole_Sulfisoxazole,IARC_Sulfafurazole_Sulfisoxazole,Sulfafurazole (Sulfisoxazole),Carcinogen,IARC_Sulfafurazole_Sulfisoxazole,Sulfafurazole (Sulfisoxazole),Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,5344,NHUHCSRWZMLRLA-UHFFFAOYSA-N,127-69-5
IARC_Sulfallate,IARC_Sulfallate,IARC_Sulfallate,Sulfallate,Carcinogen,IARC_Sulfallate,Sulfallate,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Dithiocarbamic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2B,7216,XJCLWVXTCRQIDI-UHFFFAOYSA-N,95-06-7
IARC_Sulfamethazine,IARC_Sulfamethazine,IARC_Sulfamethazine,Sulfamethazine,Carcinogen,IARC_Sulfamethazine,Sulfamethazine,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,5327,ASWVTGNCAZCNNR-UHFFFAOYSA-N,57-68-1
